REQUEST_ID,PICKUP_POINT,DRIVER_ID,STATUS,REQUEST_TIMESTAMP,DROP_TIMESTAMP,REQUEST_HOUR,REQUEST_DAY,TIME_SLOT
1032,Airport,,No Cars Available,07-11-2016 19:24,,19,07-11-2016,Evening
1035,Airport,,No Cars Available,07-11-2016 19:29,,19,07-11-2016,Evening
1033,Airport,,No Cars Available,07-11-2016 19:30,,19,07-11-2016,Evening
1037,Airport,,No Cars Available,07-11-2016 19:31,,19,07-11-2016,Evening
1042,Airport,,No Cars Available,07-11-2016 19:33,,19,07-11-2016,Evening
1036,Airport,,No Cars Available,07-11-2016 19:33,,19,07-11-2016,Evening
1041,Airport,,No Cars Available,07-11-2016 19:34,,19,07-11-2016,Evening
1043,Airport,,No Cars Available,07-11-2016 19:34,,19,07-11-2016,Evening
1038,Airport,,No Cars Available,07-11-2016 19:35,,19,07-11-2016,Evening
1047,Airport,,No Cars Available,07-11-2016 19:39,,19,07-11-2016,Evening
1045,City,,No Cars Available,07-11-2016 19:40,,19,07-11-2016,Evening
1049,Airport,,No Cars Available,07-11-2016 19:40,,19,07-11-2016,Evening
1048,Airport,,No Cars Available,07-11-2016 19:41,,19,07-11-2016,Evening
1054,Airport,,No Cars Available,07-11-2016 19:42,,19,07-11-2016,Evening
1061,Airport,,No Cars Available,07-11-2016 19:44,,19,07-11-2016,Evening
1053,Airport,,No Cars Available,07-11-2016 19:45,,19,07-11-2016,Evening
1055,City,,No Cars Available,07-11-2016 19:46,,19,07-11-2016,Evening
1058,Airport,,No Cars Available,07-11-2016 19:47,,19,07-11-2016,Evening
1063,Airport,,No Cars Available,07-11-2016 19:51,,19,07-11-2016,Evening
1062,Airport,,No Cars Available,07-11-2016 19:53,,19,07-11-2016,Evening
1067,Airport,,No Cars Available,07-11-2016 19:53,,19,07-11-2016,Evening
1072,Airport,,No Cars Available,07-11-2016 19:54,,19,07-11-2016,Evening
1069,Airport,,No Cars Available,07-11-2016 19:57,,19,07-11-2016,Evening
1073,Airport,,No Cars Available,07-11-2016 19:58,,19,07-11-2016,Evening
1074,Airport,,No Cars Available,07-11-2016 20:00,,20,07-11-2016,Evening
1079,Airport,,No Cars Available,07-11-2016 20:01,,20,07-11-2016,Evening
1075,City,,No Cars Available,07-11-2016 20:01,,20,07-11-2016,Evening
1078,Airport,,No Cars Available,07-11-2016 20:01,,20,07-11-2016,Evening
1076,Airport,,No Cars Available,07-11-2016 20:02,,20,07-11-2016,Evening
1090,Airport,,No Cars Available,07-11-2016 20:03,,20,07-11-2016,Evening
1083,Airport,,No Cars Available,07-11-2016 20:04,,20,07-11-2016,Evening
1089,Airport,,No Cars Available,07-11-2016 20:05,,20,07-11-2016,Evening
1091,Airport,,No Cars Available,07-11-2016 20:05,,20,07-11-2016,Evening
1088,Airport,,No Cars Available,07-11-2016 20:06,,20,07-11-2016,Evening
1093,Airport,,No Cars Available,07-11-2016 20:06,,20,07-11-2016,Evening
1082,Airport,,No Cars Available,07-11-2016 20:06,,20,07-11-2016,Evening
1081,Airport,,No Cars Available,07-11-2016 20:07,,20,07-11-2016,Evening
1102,Airport,,No Cars Available,07-11-2016 20:08,,20,07-11-2016,Evening
1087,Airport,,No Cars Available,07-11-2016 20:09,,20,07-11-2016,Evening
1106,Airport,,No Cars Available,07-11-2016 20:11,,20,07-11-2016,Evening
1096,Airport,,No Cars Available,07-11-2016 20:11,,20,07-11-2016,Evening
1095,Airport,,No Cars Available,07-11-2016 20:12,,20,07-11-2016,Evening
1103,Airport,,No Cars Available,07-11-2016 20:12,,20,07-11-2016,Evening
1092,Airport,,No Cars Available,07-11-2016 20:14,,20,07-11-2016,Evening
1099,Airport,,No Cars Available,07-11-2016 20:15,,20,07-11-2016,Evening
1105,Airport,,No Cars Available,07-11-2016 20:18,,20,07-11-2016,Evening
1111,Airport,,No Cars Available,07-11-2016 20:22,,20,07-11-2016,Evening
1121,Airport,,No Cars Available,07-11-2016 20:23,,20,07-11-2016,Evening
1124,Airport,,No Cars Available,07-11-2016 20:23,,20,07-11-2016,Evening
1118,Airport,,No Cars Available,07-11-2016 20:23,,20,07-11-2016,Evening
1132,City,,No Cars Available,07-11-2016 20:26,,20,07-11-2016,Evening
1126,Airport,,No Cars Available,07-11-2016 20:28,,20,07-11-2016,Evening
1120,Airport,,No Cars Available,07-11-2016 20:29,,20,07-11-2016,Evening
1122,Airport,,No Cars Available,07-11-2016 20:29,,20,07-11-2016,Evening
1125,City,,No Cars Available,07-11-2016 20:29,,20,07-11-2016,Evening
1127,Airport,,No Cars Available,07-11-2016 20:30,,20,07-11-2016,Evening
1128,Airport,,No Cars Available,07-11-2016 20:30,,20,07-11-2016,Evening
1140,Airport,,No Cars Available,07-11-2016 20:31,,20,07-11-2016,Evening
1139,Airport,,No Cars Available,07-11-2016 20:33,,20,07-11-2016,Evening
1131,Airport,,No Cars Available,07-11-2016 20:35,,20,07-11-2016,Evening
1143,Airport,,No Cars Available,07-11-2016 20:37,,20,07-11-2016,Evening
1141,Airport,,No Cars Available,07-11-2016 20:38,,20,07-11-2016,Evening
1145,Airport,,No Cars Available,07-11-2016 20:40,,20,07-11-2016,Evening
1153,Airport,,No Cars Available,07-11-2016 20:40,,20,07-11-2016,Evening
1146,Airport,,No Cars Available,07-11-2016 20:40,,20,07-11-2016,Evening
1144,Airport,,No Cars Available,07-11-2016 20:41,,20,07-11-2016,Evening
1149,Airport,,No Cars Available,07-11-2016 20:43,,20,07-11-2016,Evening
1158,Airport,,No Cars Available,07-11-2016 20:44,,20,07-11-2016,Evening
1148,City,,No Cars Available,07-11-2016 20:45,,20,07-11-2016,Evening
1159,Airport,,No Cars Available,07-11-2016 20:45,,20,07-11-2016,Evening
1150,Airport,,No Cars Available,07-11-2016 20:45,,20,07-11-2016,Evening
1155,Airport,,No Cars Available,07-11-2016 20:46,,20,07-11-2016,Evening
1160,Airport,,No Cars Available,07-11-2016 20:47,,20,07-11-2016,Evening
1157,Airport,,No Cars Available,07-11-2016 20:47,,20,07-11-2016,Evening
1161,Airport,,No Cars Available,07-11-2016 20:47,,20,07-11-2016,Evening
1154,Airport,,No Cars Available,07-11-2016 20:47,,20,07-11-2016,Evening
1168,Airport,,No Cars Available,07-11-2016 20:48,,20,07-11-2016,Evening
1165,City,,No Cars Available,07-11-2016 20:48,,20,07-11-2016,Evening
1166,Airport,,No Cars Available,07-11-2016 20:49,,20,07-11-2016,Evening
1169,Airport,,No Cars Available,07-11-2016 20:54,,20,07-11-2016,Evening
1173,Airport,,No Cars Available,07-11-2016 20:57,,20,07-11-2016,Evening
1174,Airport,,No Cars Available,07-11-2016 20:58,,20,07-11-2016,Evening
1182,Airport,,No Cars Available,07-11-2016 21:00,,21,07-11-2016,Night
1176,Airport,,No Cars Available,07-11-2016 21:01,,21,07-11-2016,Night
1177,Airport,,No Cars Available,07-11-2016 21:03,,21,07-11-2016,Night
1185,Airport,,No Cars Available,07-11-2016 21:05,,21,07-11-2016,Night
1189,Airport,,No Cars Available,07-11-2016 21:08,,21,07-11-2016,Night
1191,Airport,,No Cars Available,07-11-2016 21:10,,21,07-11-2016,Night
1188,City,,No Cars Available,07-11-2016 21:14,,21,07-11-2016,Night
1192,Airport,,No Cars Available,07-11-2016 21:15,,21,07-11-2016,Night
1195,Airport,,No Cars Available,07-11-2016 21:15,,21,07-11-2016,Night
1194,Airport,,No Cars Available,07-11-2016 21:15,,21,07-11-2016,Night
1198,Airport,,No Cars Available,07-11-2016 21:16,,21,07-11-2016,Night
1193,Airport,,No Cars Available,07-11-2016 21:17,,21,07-11-2016,Night
1204,Airport,,No Cars Available,07-11-2016 21:18,,21,07-11-2016,Night
1201,Airport,,No Cars Available,07-11-2016 21:19,,21,07-11-2016,Night
1205,Airport,,No Cars Available,07-11-2016 21:20,,21,07-11-2016,Night
1211,Airport,,No Cars Available,07-11-2016 21:25,,21,07-11-2016,Night
1213,Airport,,No Cars Available,07-11-2016 21:26,,21,07-11-2016,Night
1219,Airport,,No Cars Available,07-11-2016 21:26,,21,07-11-2016,Night
1218,Airport,,No Cars Available,07-11-2016 21:26,,21,07-11-2016,Night
1208,Airport,,No Cars Available,07-11-2016 21:28,,21,07-11-2016,Night
1220,Airport,,No Cars Available,07-11-2016 21:29,,21,07-11-2016,Night
1212,Airport,,No Cars Available,07-11-2016 21:29,,21,07-11-2016,Night
1223,Airport,,No Cars Available,07-11-2016 21:29,,21,07-11-2016,Night
1222,Airport,,No Cars Available,07-11-2016 21:29,,21,07-11-2016,Night
1209,Airport,,No Cars Available,07-11-2016 21:30,,21,07-11-2016,Night
1239,Airport,,No Cars Available,07-11-2016 21:34,,21,07-11-2016,Night
1221,Airport,,No Cars Available,07-11-2016 21:35,,21,07-11-2016,Night
1229,Airport,,No Cars Available,07-11-2016 21:35,,21,07-11-2016,Night
1242,Airport,,No Cars Available,07-11-2016 21:36,,21,07-11-2016,Night
1237,Airport,,No Cars Available,07-11-2016 21:37,,21,07-11-2016,Night
1225,Airport,,No Cars Available,07-11-2016 21:37,,21,07-11-2016,Night
1224,Airport,,No Cars Available,07-11-2016 21:38,,21,07-11-2016,Night
1243,Airport,,No Cars Available,07-11-2016 21:38,,21,07-11-2016,Night
1232,Airport,,No Cars Available,07-11-2016 21:39,,21,07-11-2016,Night
1236,Airport,,No Cars Available,07-11-2016 21:39,,21,07-11-2016,Night
1226,City,,No Cars Available,07-11-2016 21:39,,21,07-11-2016,Night
1230,Airport,,No Cars Available,07-11-2016 21:42,,21,07-11-2016,Night
1240,Airport,,No Cars Available,07-11-2016 21:43,,21,07-11-2016,Night
1235,Airport,,No Cars Available,07-11-2016 21:43,,21,07-11-2016,Night
1248,Airport,,No Cars Available,07-11-2016 21:44,,21,07-11-2016,Night
1234,Airport,,No Cars Available,07-11-2016 21:45,,21,07-11-2016,Night
1246,Airport,,No Cars Available,07-11-2016 21:47,,21,07-11-2016,Night
1249,Airport,,No Cars Available,07-11-2016 21:49,,21,07-11-2016,Night
1250,Airport,,No Cars Available,07-11-2016 21:50,,21,07-11-2016,Night
1255,Airport,,No Cars Available,07-11-2016 21:54,,21,07-11-2016,Night
1257,Airport,,No Cars Available,07-11-2016 21:55,,21,07-11-2016,Night
1256,Airport,,No Cars Available,07-11-2016 21:55,,21,07-11-2016,Night
1259,Airport,,No Cars Available,07-11-2016 21:58,,21,07-11-2016,Night
1253,Airport,,No Cars Available,07-11-2016 21:58,,21,07-11-2016,Night
1269,Airport,,No Cars Available,07-11-2016 21:59,,21,07-11-2016,Night
1270,Airport,,No Cars Available,07-11-2016 22:00,,22,07-11-2016,Night
1261,Airport,,No Cars Available,07-11-2016 22:01,,22,07-11-2016,Night
1263,Airport,,No Cars Available,07-11-2016 22:02,,22,07-11-2016,Night
1265,Airport,,No Cars Available,07-11-2016 22:02,,22,07-11-2016,Night
1276,Airport,,No Cars Available,07-11-2016 22:04,,22,07-11-2016,Night
1268,Airport,,No Cars Available,07-11-2016 22:04,,22,07-11-2016,Night
1264,Airport,,No Cars Available,07-11-2016 22:05,,22,07-11-2016,Night
1282,Airport,,No Cars Available,07-11-2016 22:08,,22,07-11-2016,Night
1280,Airport,,No Cars Available,07-11-2016 22:09,,22,07-11-2016,Night
1284,Airport,,No Cars Available,07-11-2016 22:17,,22,07-11-2016,Night
1288,City,,No Cars Available,07-11-2016 22:20,,22,07-11-2016,Night
1287,Airport,,No Cars Available,07-11-2016 22:20,,22,07-11-2016,Night
1292,City,,No Cars Available,07-11-2016 22:23,,22,07-11-2016,Night
1291,City,,No Cars Available,07-11-2016 22:25,,22,07-11-2016,Night
1298,City,,No Cars Available,07-11-2016 22:28,,22,07-11-2016,Night
1302,City,,No Cars Available,07-11-2016 22:30,,22,07-11-2016,Night
1305,City,,No Cars Available,07-11-2016 22:31,,22,07-11-2016,Night
1304,City,,No Cars Available,07-11-2016 22:35,,22,07-11-2016,Night
1311,City,,No Cars Available,07-11-2016 22:49,,22,07-11-2016,Night
1313,Airport,,No Cars Available,07-11-2016 22:50,,22,07-11-2016,Night
1323,City,,No Cars Available,07-11-2016 23:00,,23,07-11-2016,Night
1322,Airport,,No Cars Available,07-11-2016 23:04,,23,07-11-2016,Night
1328,Airport,,No Cars Available,07-11-2016 23:07,,23,07-11-2016,Night
1327,Airport,,No Cars Available,07-11-2016 23:10,,23,07-11-2016,Night
1331,Airport,,No Cars Available,07-11-2016 23:13,,23,07-11-2016,Night
1332,City,,No Cars Available,07-11-2016 23:14,,23,07-11-2016,Night
1334,City,,No Cars Available,07-11-2016 23:19,,23,07-11-2016,Night
1335,City,,No Cars Available,07-11-2016 23:20,,23,07-11-2016,Night
1337,Airport,,No Cars Available,07-11-2016 23:22,,23,07-11-2016,Night
1342,City,,No Cars Available,07-11-2016 23:30,,23,07-11-2016,Night
1348,City,,No Cars Available,07-11-2016 23:42,,23,07-11-2016,Night
1347,City,,No Cars Available,07-11-2016 23:44,,23,07-11-2016,Night
1355,Airport,,No Cars Available,07-11-2016 23:45,,23,07-11-2016,Night
1352,Airport,,No Cars Available,07-11-2016 23:49,,23,07-11-2016,Night
1357,City,,No Cars Available,07-11-2016 23:52,,23,07-11-2016,Night
1358,City,,No Cars Available,07-11-2016 23:57,,23,07-11-2016,Night
1361,City,,No Cars Available,07-11-2016 23:58,,23,07-11-2016,Night
2682,Airport,,No Cars Available,07-12-2016 00:10,,0,07-12-2016,Late Night
2680,City,,No Cars Available,07-12-2016 00:12,,0,07-12-2016,Late Night
1370,Airport,,No Cars Available,07-12-2016 00:22,,0,07-12-2016,Late Night
1372,City,,No Cars Available,07-12-2016 00:28,,0,07-12-2016,Late Night
1373,City,,No Cars Available,07-12-2016 00:34,,0,07-12-2016,Late Night
1375,City,,No Cars Available,07-12-2016 00:38,,0,07-12-2016,Late Night
1374,Airport,,No Cars Available,07-12-2016 00:40,,0,07-12-2016,Late Night
1376,Airport,,No Cars Available,07-12-2016 00:40,,0,07-12-2016,Late Night
1379,Airport,,No Cars Available,07-12-2016 00:58,,0,07-12-2016,Late Night
1378,Airport,,No Cars Available,07-12-2016 00:59,,0,07-12-2016,Late Night
1385,Airport,,No Cars Available,07-12-2016 01:28,,1,07-12-2016,Late Night
1388,City,,No Cars Available,07-12-2016 01:47,,1,07-12-2016,Late Night
1389,Airport,,No Cars Available,07-12-2016 01:54,,1,07-12-2016,Late Night
1390,Airport,,No Cars Available,07-12-2016 02:03,,2,07-12-2016,Late Night
1392,City,,No Cars Available,07-12-2016 02:08,,2,07-12-2016,Late Night
1393,City,,No Cars Available,07-12-2016 02:08,,2,07-12-2016,Late Night
1391,City,,No Cars Available,07-12-2016 02:09,,2,07-12-2016,Late Night
1394,Airport,,No Cars Available,07-12-2016 02:13,,2,07-12-2016,Late Night
1395,Airport,,No Cars Available,07-12-2016 02:24,,2,07-12-2016,Late Night
1396,Airport,,No Cars Available,07-12-2016 02:26,,2,07-12-2016,Late Night
1397,City,,No Cars Available,07-12-2016 02:33,,2,07-12-2016,Late Night
1398,City,,No Cars Available,07-12-2016 02:33,,2,07-12-2016,Late Night
1400,Airport,,No Cars Available,07-12-2016 02:36,,2,07-12-2016,Late Night
1404,Airport,,No Cars Available,07-12-2016 02:56,,2,07-12-2016,Late Night
1405,Airport,,No Cars Available,07-12-2016 02:57,,2,07-12-2016,Late Night
1409,Airport,,No Cars Available,07-12-2016 03:13,,3,07-12-2016,Late Night
1407,Airport,,No Cars Available,07-12-2016 03:13,,3,07-12-2016,Late Night
1411,City,,No Cars Available,07-12-2016 03:19,,3,07-12-2016,Late Night
1412,Airport,,No Cars Available,07-12-2016 03:19,,3,07-12-2016,Late Night
1415,Airport,,No Cars Available,07-12-2016 03:23,,3,07-12-2016,Late Night
1416,City,,No Cars Available,07-12-2016 03:25,,3,07-12-2016,Late Night
1413,City,,No Cars Available,07-12-2016 03:31,,3,07-12-2016,Late Night
1418,Airport,,No Cars Available,07-12-2016 03:51,,3,07-12-2016,Late Night
1420,City,,No Cars Available,07-12-2016 04:02,,4,07-12-2016,Late Night
1421,City,,No Cars Available,07-12-2016 04:05,,4,07-12-2016,Late Night
1423,Airport,,No Cars Available,07-12-2016 04:15,,4,07-12-2016,Late Night
1427,Airport,,No Cars Available,07-12-2016 04:28,,4,07-12-2016,Late Night
1424,Airport,,No Cars Available,07-12-2016 04:29,,4,07-12-2016,Late Night
1428,Airport,,No Cars Available,07-12-2016 04:35,,4,07-12-2016,Late Night
1431,Airport,,No Cars Available,07-12-2016 04:40,,4,07-12-2016,Late Night
1432,City,,No Cars Available,07-12-2016 04:40,,4,07-12-2016,Late Night
1430,City,,No Cars Available,07-12-2016 04:42,,4,07-12-2016,Late Night
1440,Airport,,No Cars Available,07-12-2016 04:44,,4,07-12-2016,Late Night
1438,City,,No Cars Available,07-12-2016 04:44,,4,07-12-2016,Late Night
1433,City,,No Cars Available,07-12-2016 04:46,,4,07-12-2016,Late Night
1448,City,,No Cars Available,07-12-2016 04:48,,4,07-12-2016,Late Night
1441,City,,No Cars Available,07-12-2016 04:49,,4,07-12-2016,Late Night
1443,City,,No Cars Available,07-12-2016 04:50,,4,07-12-2016,Late Night
1460,City,,No Cars Available,07-12-2016 04:56,,4,07-12-2016,Late Night
1463,City,,No Cars Available,07-12-2016 05:02,,5,07-12-2016,Morning
1466,City,,No Cars Available,07-12-2016 05:06,,5,07-12-2016,Morning
1470,City,,No Cars Available,07-12-2016 05:06,,5,07-12-2016,Morning
1473,City,,No Cars Available,07-12-2016 05:18,,5,07-12-2016,Morning
1482,City,,No Cars Available,07-12-2016 05:22,,5,07-12-2016,Morning
1494,City,,No Cars Available,07-12-2016 05:29,,5,07-12-2016,Morning
1512,City,,No Cars Available,07-12-2016 05:45,,5,07-12-2016,Morning
1523,City,,No Cars Available,07-12-2016 05:49,,5,07-12-2016,Morning
1522,City,,No Cars Available,07-12-2016 05:52,,5,07-12-2016,Morning
1530,City,,No Cars Available,07-12-2016 05:52,,5,07-12-2016,Morning
1542,City,,No Cars Available,07-12-2016 05:54,,5,07-12-2016,Morning
1535,City,,No Cars Available,07-12-2016 05:58,,5,07-12-2016,Morning
1546,City,,No Cars Available,07-12-2016 06:02,,6,07-12-2016,Morning
1552,City,,No Cars Available,07-12-2016 06:05,,6,07-12-2016,Morning
1538,City,,No Cars Available,07-12-2016 06:06,,6,07-12-2016,Morning
1547,City,,No Cars Available,07-12-2016 06:07,,6,07-12-2016,Morning
1556,City,,No Cars Available,07-12-2016 06:10,,6,07-12-2016,Morning
1579,City,,No Cars Available,07-12-2016 06:28,,6,07-12-2016,Morning
1570,Airport,,No Cars Available,07-12-2016 06:28,,6,07-12-2016,Morning
1580,City,,No Cars Available,07-12-2016 06:29,,6,07-12-2016,Morning
1586,City,,No Cars Available,07-12-2016 06:29,,6,07-12-2016,Morning
1583,City,,No Cars Available,07-12-2016 06:30,,6,07-12-2016,Morning
1593,City,,No Cars Available,07-12-2016 06:30,,6,07-12-2016,Morning
1590,City,,No Cars Available,07-12-2016 06:35,,6,07-12-2016,Morning
1605,City,,No Cars Available,07-12-2016 06:39,,6,07-12-2016,Morning
1602,City,,No Cars Available,07-12-2016 06:41,,6,07-12-2016,Morning
1609,City,,No Cars Available,07-12-2016 06:43,,6,07-12-2016,Morning
1610,City,,No Cars Available,07-12-2016 06:45,,6,07-12-2016,Morning
1608,City,,No Cars Available,07-12-2016 06:50,,6,07-12-2016,Morning
1622,City,,No Cars Available,07-12-2016 06:55,,6,07-12-2016,Morning
1631,City,,No Cars Available,07-12-2016 07:04,,7,07-12-2016,Morning
1624,Airport,,No Cars Available,07-12-2016 07:04,,7,07-12-2016,Morning
1639,City,,No Cars Available,07-12-2016 07:12,,7,07-12-2016,Morning
1646,City,,No Cars Available,07-12-2016 07:18,,7,07-12-2016,Morning
1673,City,,No Cars Available,07-12-2016 07:46,,7,07-12-2016,Morning
1685,City,,No Cars Available,07-12-2016 07:47,,7,07-12-2016,Morning
1717,City,,No Cars Available,07-12-2016 08:07,,8,07-12-2016,Morning
1716,City,,No Cars Available,07-12-2016 08:07,,8,07-12-2016,Morning
1710,City,,No Cars Available,07-12-2016 08:11,,8,07-12-2016,Morning
1711,City,,No Cars Available,07-12-2016 08:12,,8,07-12-2016,Morning
1715,City,,No Cars Available,07-12-2016 08:13,,8,07-12-2016,Morning
1719,City,,No Cars Available,07-12-2016 08:14,,8,07-12-2016,Morning
1720,City,,No Cars Available,07-12-2016 08:16,,8,07-12-2016,Morning
1727,City,,No Cars Available,07-12-2016 08:17,,8,07-12-2016,Morning
1729,City,,No Cars Available,07-12-2016 08:19,,8,07-12-2016,Morning
1731,City,,No Cars Available,07-12-2016 08:26,,8,07-12-2016,Morning
1736,City,,No Cars Available,07-12-2016 08:26,,8,07-12-2016,Morning
1746,City,,No Cars Available,07-12-2016 08:30,,8,07-12-2016,Morning
1737,City,,No Cars Available,07-12-2016 08:30,,8,07-12-2016,Morning
1740,City,,No Cars Available,07-12-2016 08:32,,8,07-12-2016,Morning
1752,City,,No Cars Available,07-12-2016 08:36,,8,07-12-2016,Morning
1753,City,,No Cars Available,07-12-2016 08:39,,8,07-12-2016,Morning
1750,City,,No Cars Available,07-12-2016 08:43,,8,07-12-2016,Morning
1760,City,,No Cars Available,07-12-2016 08:45,,8,07-12-2016,Morning
1761,Airport,,No Cars Available,07-12-2016 08:48,,8,07-12-2016,Morning
1765,Airport,,No Cars Available,07-12-2016 08:48,,8,07-12-2016,Morning
1768,City,,No Cars Available,07-12-2016 08:53,,8,07-12-2016,Morning
1764,City,,No Cars Available,07-12-2016 08:54,,8,07-12-2016,Morning
1779,Airport,,No Cars Available,07-12-2016 08:55,,8,07-12-2016,Morning
1785,City,,No Cars Available,07-12-2016 09:03,,9,07-12-2016,Morning
1783,City,,No Cars Available,07-12-2016 09:06,,9,07-12-2016,Morning
1792,City,,No Cars Available,07-12-2016 09:10,,9,07-12-2016,Morning
1799,City,,No Cars Available,07-12-2016 09:11,,9,07-12-2016,Morning
1803,City,,No Cars Available,07-12-2016 09:13,,9,07-12-2016,Morning
1806,City,,No Cars Available,07-12-2016 09:15,,9,07-12-2016,Morning
1813,Airport,,No Cars Available,07-12-2016 09:19,,9,07-12-2016,Morning
1823,City,,No Cars Available,07-12-2016 09:31,,9,07-12-2016,Morning
1822,City,,No Cars Available,07-12-2016 09:31,,9,07-12-2016,Morning
1824,City,,No Cars Available,07-12-2016 09:31,,9,07-12-2016,Morning
1856,Airport,,No Cars Available,07-12-2016 09:45,,9,07-12-2016,Morning
1847,City,,No Cars Available,07-12-2016 09:45,,9,07-12-2016,Morning
1857,City,,No Cars Available,07-12-2016 09:46,,9,07-12-2016,Morning
1855,City,,No Cars Available,07-12-2016 09:50,,9,07-12-2016,Morning
1859,City,,No Cars Available,07-12-2016 09:54,,9,07-12-2016,Morning
1862,Airport,,No Cars Available,07-12-2016 09:56,,9,07-12-2016,Morning
1869,City,,No Cars Available,07-12-2016 09:57,,9,07-12-2016,Morning
1878,City,,No Cars Available,07-12-2016 10:01,,10,07-12-2016,Afternoon
1872,City,,No Cars Available,07-12-2016 10:02,,10,07-12-2016,Afternoon
1879,City,,No Cars Available,07-12-2016 10:02,,10,07-12-2016,Afternoon
1884,Airport,,No Cars Available,07-12-2016 10:09,,10,07-12-2016,Afternoon
1892,Airport,,No Cars Available,07-12-2016 10:22,,10,07-12-2016,Afternoon
1905,City,,No Cars Available,07-12-2016 10:33,,10,07-12-2016,Afternoon
1904,City,,No Cars Available,07-12-2016 10:35,,10,07-12-2016,Afternoon
1912,Airport,,No Cars Available,07-12-2016 10:44,,10,07-12-2016,Afternoon
1913,Airport,,No Cars Available,07-12-2016 10:47,,10,07-12-2016,Afternoon
1917,City,,No Cars Available,07-12-2016 10:50,,10,07-12-2016,Afternoon
1922,Airport,,No Cars Available,07-12-2016 11:03,,11,07-12-2016,Afternoon
1926,City,,No Cars Available,07-12-2016 11:10,,11,07-12-2016,Afternoon
1936,City,,No Cars Available,07-12-2016 11:17,,11,07-12-2016,Afternoon
1933,City,,No Cars Available,07-12-2016 11:21,,11,07-12-2016,Afternoon
1943,City,,No Cars Available,07-12-2016 11:22,,11,07-12-2016,Afternoon
1951,Airport,,No Cars Available,07-12-2016 11:29,,11,07-12-2016,Afternoon
1944,City,,No Cars Available,07-12-2016 11:30,,11,07-12-2016,Afternoon
1965,City,,No Cars Available,07-12-2016 11:59,,11,07-12-2016,Afternoon
1964,City,,No Cars Available,07-12-2016 12:02,,12,07-12-2016,Afternoon
1967,City,,No Cars Available,07-12-2016 12:10,,12,07-12-2016,Afternoon
1970,Airport,,No Cars Available,07-12-2016 12:14,,12,07-12-2016,Afternoon
1980,Airport,,No Cars Available,07-12-2016 12:23,,12,07-12-2016,Afternoon
1987,City,,No Cars Available,07-12-2016 12:31,,12,07-12-2016,Afternoon
1988,Airport,,No Cars Available,07-12-2016 12:33,,12,07-12-2016,Afternoon
1990,City,,No Cars Available,07-12-2016 12:40,,12,07-12-2016,Afternoon
1992,City,,No Cars Available,07-12-2016 12:44,,12,07-12-2016,Afternoon
1998,City,,No Cars Available,07-12-2016 12:57,,12,07-12-2016,Afternoon
2002,City,,No Cars Available,07-12-2016 13:06,,13,07-12-2016,Afternoon
2004,Airport,,No Cars Available,07-12-2016 13:20,,13,07-12-2016,Afternoon
2006,Airport,,No Cars Available,07-12-2016 13:22,,13,07-12-2016,Afternoon
2005,Airport,,No Cars Available,07-12-2016 13:22,,13,07-12-2016,Afternoon
2012,Airport,,No Cars Available,07-12-2016 13:28,,13,07-12-2016,Afternoon
2015,City,,No Cars Available,07-12-2016 13:39,,13,07-12-2016,Afternoon
2021,Airport,,No Cars Available,07-12-2016 13:47,,13,07-12-2016,Afternoon
2023,Airport,,No Cars Available,07-12-2016 13:53,,13,07-12-2016,Afternoon
2027,City,,No Cars Available,07-12-2016 14:09,,14,07-12-2016,Afternoon
2028,City,,No Cars Available,07-12-2016 14:13,,14,07-12-2016,Afternoon
2036,City,,No Cars Available,07-12-2016 14:18,,14,07-12-2016,Afternoon
2038,City,,No Cars Available,07-12-2016 14:26,,14,07-12-2016,Afternoon
2054,City,,No Cars Available,07-12-2016 14:48,,14,07-12-2016,Afternoon
2051,City,,No Cars Available,07-12-2016 14:48,,14,07-12-2016,Afternoon
2056,City,,No Cars Available,07-12-2016 14:57,,14,07-12-2016,Afternoon
2059,City,,No Cars Available,07-12-2016 14:59,,14,07-12-2016,Afternoon
2058,Airport,,No Cars Available,07-12-2016 15:04,,15,07-12-2016,Afternoon
2063,City,,No Cars Available,07-12-2016 15:08,,15,07-12-2016,Afternoon
2066,Airport,,No Cars Available,07-12-2016 15:12,,15,07-12-2016,Afternoon
2071,City,,No Cars Available,07-12-2016 15:19,,15,07-12-2016,Afternoon
2072,Airport,,No Cars Available,07-12-2016 15:21,,15,07-12-2016,Afternoon
2081,Airport,,No Cars Available,07-12-2016 15:37,,15,07-12-2016,Afternoon
2080,City,,No Cars Available,07-12-2016 15:39,,15,07-12-2016,Afternoon
2091,City,,No Cars Available,07-12-2016 15:53,,15,07-12-2016,Afternoon
2092,City,,No Cars Available,07-12-2016 15:55,,15,07-12-2016,Afternoon
2093,City,,No Cars Available,07-12-2016 15:56,,15,07-12-2016,Afternoon
2090,City,,No Cars Available,07-12-2016 15:57,,15,07-12-2016,Afternoon
2100,City,,No Cars Available,07-12-2016 16:08,,16,07-12-2016,Afternoon
2115,City,,No Cars Available,07-12-2016 16:41,,16,07-12-2016,Afternoon
2121,City,,No Cars Available,07-12-2016 16:48,,16,07-12-2016,Afternoon
2127,City,,No Cars Available,07-12-2016 17:02,,17,07-12-2016,Evening
2132,Airport,,No Cars Available,07-12-2016 17:06,,17,07-12-2016,Evening
